序号,产品名,当前轮次,成立日期,所属城市,产品介绍,所属企业,tag
6,凯金能源,股权融资,2012-03-26,东莞市,凯金能源是一家锂离子电池负极材料供应商，主要产品包括人造石墨、复合石墨、混合石墨、天然石墨，适用于方形、圆柱、软包聚合物等类型锂离子电池。产品可应用于汽车、数码产品、应急电源等领域。,广东凯金新能源科技股份有限公司,达闼机器人股份有限公司
7,赢合科技,定向增发,2006-06-26,深圳市,赢合科技是一家锂离子电池生产设备制造商，集锂电池专用生产设备的研发、设计、制造、销售与服务于一体，产品涵盖锂离子电池自动化生产线上的主要设备，包含涂布机、分条机、制片机、卷绕机、模切机、叠片机六大类设备及相应配套的辅助设备，满足不同工艺、不同尺寸锂离子电池的制作需求。产品应用于动力、储能及消费类电池等多个领域。,深圳市赢合科技股份有限公司,达闼机器人股份有限公司
8,中伟新材,IPO,2014-09-15,铜仁市,中伟新材聚焦镍、钴、磷、钠、锰、锂等新能源材料及前沿技术，并持续迭代，打造多样化、定制化、快速开发与量产的技术服务能力及产业化应用能力，助推行业技术发展。,中伟新材料股份有限公司,达闼机器人股份有限公司
9,中锂新材,并购,2012-01-12,常德市,中锂新材是一家动力电池隔膜产品研发商，集动力电池隔膜产品的设计研发、生产制造与销售为一体，主要产品为锂离子电池湿法隔膜，此外公司还为用户提供动力电池隔膜定制服务等。,中材锂膜（常德）有限公司,达闼机器人股份有限公司
10,翔丰华,定向增发,2009-06-12,上海市,翔丰华是一家锂离子电池负极材料制造商，主要产品有天然石墨、人造石墨以及硅碳负极材料等，产品应用于动力（电动交通工具，如新能源汽车、电动自行车等）、3C消费电子、工业储能等领域。,上海市翔丰华科技股份有限公司,达闼机器人股份有限公司
11,当升科技,定向增发,1998-06-03,北京市,当升科技是一家锂电正极及电子陶瓷材料研发商，公司的产品主要包括高功率型钴酸锂材料、高容量型钴酸锂材料等锂电正极材料；电子级氧化铋、电子级氧化钴等电子陶瓷材料；以及旋转模切机等产品。,北京当升材料科技股份有限公司,达闼机器人股份有限公司
12,杉杉股份,定向增发,1992-12-14,宁波市,杉杉股份成立于1992年，是一家挨锂电池负极材料与偏光片供应商，公司服装业务起家，1999 年转型进入锂电池材料领域，2021 年，公司通过收购LG化学偏光片业务，形成“双主业、双驱动”发展新格局。,宁波杉杉股份有限公司,达闼机器人股份有限公司
13,蜂巢能源,B+轮,2018-02-12,常州市,蜂巢能源是一家电动电池研发生产商，专注于锂离子动力电池及其正极材料、储能电池等方面的开发和销售，为用户提供新能源汽车充电桩、电池利用回收等产品解决方案。,蜂巢能源科技股份有限公司,达闼机器人股份有限公司
14,五矿新能,IPO,2002-06-18,长沙市,五矿新能是一家锂电池正极材料研发商，旗下产品钴酸锂其颗粒形貌为球状二次粒子，具有结晶度高、振实密度大、流动性强、抗过充过放等特点，利于增大材料充填量，提高电池体积比容量。,五矿新能源材料（湖南）股份有限公司,达闼机器人股份有限公司
15,国轩高科,并购,1995-01-23,合肥市,国轩高科成立于1995年，总部位于安徽合肥，是一家新能源电池企业和绿色能源解决方案商。司主营磷酸铁锂材料及电芯、三元材料及电芯、动力电池组、储能电池组及电池管理系统等，产品广泛应用于乘用车、商用车、专用车等新能源汽车领域，并为储能客户提供绿色能源系统解决方案。,国轩高科股份有限公司,达闼机器人股份有限公司
16,亿纬锂能,定向增发,2001-12-24,惠州市,亿纬锂能是一家锂电池及电源系统制造商，主要产品有锂-亚硫酰氯电池、锂-二氧化锰电池、高倍率长寿命HP电池、动力储能电池及电动车电源系统等，广泛应用于智能电网、新能源汽车、消费电子等不同领域。,惠州亿纬锂能股份有限公司,达闼机器人股份有限公司
17,容百科技,定向增发,2014-09-18,宁波市,容百锂电是一家锂电池正极材料研发商，主要产品为三元复合正极材料镍钴锰酸锂，包括NCM333、NCM523、NCM622以及NCM811等型号，主要应用于电动汽车以及混合动力汽车领域。,宁波容百新能源科技股份有限公司,达闼机器人股份有限公司
18,德方纳米,定向增发,2007-01-25,深圳市,德方纳米是一家纳米材料制备技术开发商，集研发、生产和销售纳米材料及其应用产品为一体。主要产品有纳米磷酸铁锂、碳纳米管、碳纳米管导电液，同时具备生产纳米磷酸猛铁锂、多层布袋石墨烯生产能力。,深圳市德方纳米科技股份有限公司,达闼机器人股份有限公司
19,厦钨新能,定向增发,2016-12-20,厦门市,厦门厦钨新能源材料有限公司（以下简称“厦钨新能源”）是世界钨行业领军企业——厦门钨业股份有限公司（以下简称“厦门钨业”）的全资子公司。厦门钨业积极发展包括贮氢、锂电正极材料等在内的能源新材料产业。,厦门厦钨新能源材料股份有限公司,达闼机器人股份有限公司
20,欣旺达,IPO,1997-12-09,深圳市,欣旺达电子是一家锂离子电池模组制造商，专注于锂离子电池模组的研发、设计、生产及销售，为用户提供新能源领域的锂离子电池模组等产品，同时业务还涵盖锂离子电芯、电源管理系统、精密结构件、智能制造类等多个领域。,欣旺达电子股份有限公司,达闼机器人股份有限公司
1,星源材质,IPO,2003-09-17,深圳市,星源材质是一家锂离子电池隔膜研发生产商，同时拥有锂离子电池隔膜干法、湿法制备技术和生产线，产品涵盖锂电池干法、湿法、涂覆隔膜，成为了全球行业产品种类最多、质量最优的锂电池隔膜企业，公司产品主要应用于新能源汽车、消费电子及储能电站等领域，并成功在航天航空领域取得应用，为我国产业安全作出了重要贡献。星源材质是一家锂离子电池隔膜研发生产商，同时拥有锂离子电池隔膜干法、湿法制备技术和生产线，产品涵盖锂电池干法、湿法、涂覆隔膜，成为了全球行业产品种类最多、质量最优的锂电池隔膜企业，公司产品主要应用于新能源汽车、消费电子及储能电站等领域，并成功在航天航空领域取得应用，为我国产业安全作出了重要贡献。,深圳市星源材质科技股份有限公司,上海图灵智算量子科技有限公司
2,振华新材,定向增发,2004-04-26,贵阳市,振华新材主要从事锂离子电池正极材料的研发、生产及销售。产品涵盖消费电子产品及电动汽车所用的锂离子电池正极材料领域，包括动力三元、钴酸锂、复合三元、钴镍锰酸锂三元、高锰多晶系列产品。,贵州振华新材料股份有限公司,上海图灵智算量子科技有限公司
3,贝特瑞,股权转让,2000-08-07,深圳市,贝特瑞是一家锂离子二次电池用料生产商，主营业务为研发、生产与销售锂离子电池的制造材料，产品包括锂离子电池负极材料、正极材料、天然鳞片石墨等，并为用户提供石墨制品加工服务。,贝特瑞新材料集团股份有限公司,上海图灵智算量子科技有限公司
4,尚太科技,IPO,2008-09-27,石家庄市,尚太科技是一家高性能石墨材料研发生产商，专注于新材料的研究开发和生产经营，拥有锂离子电池负极材料高温石墨化生产线与合成金刚石用碳源石墨材料生产线，可为客户提供合成金刚石用碳源石墨粉产品以及锂离子电池负极材料的高温石墨化加工。,石家庄尚太科技股份有限公司,上海图灵智算量子科技有限公司
5,天赐材料,定向增发,2000-06-06,广州市,天赐材料成立于2000年6月，主营业务为锂离子电池材料、日化材料及特种化学品两大业务板块。赐材料自成立以来一直持续发展锂离子电池材料、日化材料及特种化学品两大业务板块。天赐材料作为卓越出众品牌的供应商，是具有较大的影响力及行业带头示范作用的卓越出众精细化工企业，电解液龙头企业。,广州天赐高新材料股份有限公司,上海图灵智算量子科技有限公司
6,凯金能源,股权融资,2012-03-26,东莞市,凯金能源是一家锂离子电池负极材料供应商，主要产品包括人造石墨、复合石墨、混合石墨、天然石墨，适用于方形、圆柱、软包聚合物等类型锂离子电池。产品可应用于汽车、数码产品、应急电源等领域。,广东凯金新能源科技股份有限公司,上海图灵智算量子科技有限公司
7,赢合科技,定向增发,2006-06-26,深圳市,赢合科技是一家锂离子电池生产设备制造商，集锂电池专用生产设备的研发、设计、制造、销售与服务于一体，产品涵盖锂离子电池自动化生产线上的主要设备，包含涂布机、分条机、制片机、卷绕机、模切机、叠片机六大类设备及相应配套的辅助设备，满足不同工艺、不同尺寸锂离子电池的制作需求。产品应用于动力、储能及消费类电池等多个领域。,深圳市赢合科技股份有限公司,上海图灵智算量子科技有限公司
